Name,Integrality_Gap,Stop_Condition,Iterations,Time(msec),Check_Feasibility,Objvalue
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,19.0,1.0,1.167414162742181E7
ran16x16quad,BenchMark2,0.0,0.0,0.0,32.0,0.0,4333.0
ran16x16quad,BenchMark3,0.0,0.0,0.0,71.0,0.0,4105.0
ran16x16quad,BenchMark4,0.0,0.0,0.0,95.0,0.0,4102.0
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,17.0,1.0,1.167414162742181E7
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,41.0,1.0,1.167414162742181E7
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,32.0,1.0,1.167414162742181E7
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,64.0,1.0,1.167414162742181E7
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,20.0,1.0,1.167414162742181E7
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,21.0,1.0,1.167414162742181E7
ran16x16quad,BenchMark2,0.0,0.0,0.0,38.0,0.0,4333.0
ran16x16quad,BenchMark3,0.0,0.0,0.0,71.0,0.0,4105.0
ran16x16quad,BenchMark4,0.0,0.0,0.0,105.0,0.0,4102.0
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,20.0,1.0,1.167414162742181E7
ran16x16quad,BenchMark2,0.0,0.0,0.0,36.0,0.0,4333.0
ran16x16quad,BenchMark3,0.0,0.0,0.0,67.0,0.0,4105.0
ran16x16quad,BenchMark4,1.0277550037033156E-9,0.0,0.0,78.0,0.0,4102.000016049422
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,21.0,1.0,1.167414162742181E7
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,18.0,1.0,1.167414162742181E7
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,25.0,1.0,1.167414162742181E7
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,21.0,1.0,1.167414162742181E7
ran16x16quad,BenchMark2,0.0,0.0,0.0,28.0,0.0,4333.0
ran16x16quad,BenchMark3,0.0,0.0,0.0,67.0,0.0,4105.0
ran16x16quad,BenchMark4,1.0277550037033156E-9,0.0,0.0,79.0,0.0,4102.000016049422
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,87.0,1.0,1.167414162742181E7
ran16x16quad,BenchMark2,0.0,0.0,0.0,25.0,0.0,4333.0
ran16x16quad,BenchMark3,0.0,0.0,0.0,64.0,0.0,4105.0
ran16x16quad,BenchMark4,1.0856684177411288E-9,0.0,0.0,102.0,0.0,4102.0000209158225
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,19.0,1.0,1.167414162742181E7
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,43.0,1.0,1.167414162742181E7
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,95.0,1.0,1.167414162742181E7
ran16x16quad,BenchMark2,0.0,0.0,0.0,27.0,0.0,4333.0
ran16x16quad,BenchMark3,0.0,0.0,0.0,81.0,0.0,4105.0
ran16x16quad,BenchMark4,1.2333471383671035E-9,0.0,0.0,118.0,0.0,4102.000019259949
ran16x16quad,BBFP,0.011439209201782216,1.0,1.0,19.0,1.0,1.167414162742181E7
ran16x16quad,Simple,0.006192856662078162,1.0,51.0,677.0,0.0,3116.429512401206
ran16x16quad,BenchMark2,0.0,0.0,0.0,713.0,0.0,4333.0
ran16x16quad,BenchMark3,0.0,0.0,0.0,23.0,0.0,4258.0
ran16x16quad,BenchMark4,0.0,0.0,0.0,35.0,0.0,4174.0
ran16x16quad,BBFP,0.0,0.0,39.0,319.0,0.0,6716.0
ran16x16quad,Simple,0.006192856662078162,1.0,51.0,173.0,0.0,3116.429512401206
ran16x16quad,BenchMark2,0.0,0.0,0.0,22.0,0.0,4333.0
ran16x16quad,BenchMark3,0.0,0.0,0.0,51.0,0.0,4258.0
ran16x16quad,BenchMark4,0.0,0.0,0.0,79.0,0.0,4174.0
ran16x16quad,BBFP,0.0,0.0,39.0,428.0,0.0,6716.0
ran16x16quad,Simple,0.006192856662078162,1.0,51.0,184.0,0.0,3116.429512401206
ran16x16quad,BenchMark2,0.0,0.0,0.0,28.0,0.0,4333.0
ran16x16quad,BenchMark3,0.0,0.0,0.0,80.0,0.0,4258.0
ran16x16quad,BenchMark4,0.0,0.0,0.0,77.0,0.0,4174.0
ran16x16quad,BBFP,0.0,0.0,39.0,389.0,0.0,6716.0
ran16x16quad,Simple,0.006192856662078162,1.0,51.0,813.0,0.0,3116.429512401206
ran16x16quad,BenchMark2,0.0,0.0,0.0,580.0,0.0,4333.0
ran16x16quad,BenchMark3,0.0,0.0,0.0,37.0,0.0,4258.0
ran16x16quad,BenchMark4,0.0,0.0,0.0,33.0,0.0,4174.0
ran16x16quad,BBFP,0.0,0.0,39.0,259.0,0.0,6716.0
ran16x16quad,Simple,0.006192856662078162,1.0,51.0,173.0,0.0,3116.429512401206
ran16x16quad,BenchMark2,0.0,0.0,0.0,43.0,0.0,4333.0
ran16x16quad,BenchMark3,0.0,0.0,0.0,54.0,0.0,4258.0
ran16x16quad,BenchMark4,0.0,0.0,0.0,87.0,0.0,4174.0
ran16x16quad,BBFP,0.0,0.0,39.0,438.0,0.0,6716.0
test,Simple,-0.0,0.0,0.0,15.0,0.0,0.0
test,Simple,-0.0,0.0,0.0,7.0,0.0,0.0
test,Simple,-0.0,0.0,0.0,2.0,0.0,0.0
test,Simple,-0.0,0.0,0.0,7.0,0.0,0.0
test,BENCHMARK,-0.0,0.0,0.0,346.0,0.0,0.0
test,BENCHMARK,-0.0,0.0,1.0,13.0,0.0,0.0
test,BENCHMARK,-0.0,0.0,0.0,6.0,0.0,0.0
test,BENCHMARK,-0.0,0.0,0.0,5.0,0.0,0.0
test,BENCHMARK,0.0,0.0,0.0,15.0,1.0,0.0
test,BENCHMARK,0.0,0.0,0.0,6.0,1.0,0.0
test,BENCHMARK,0.0,0.0,0.0,6.0,1.0,10.0
test,BENCHMARK,0.0,0.0,0.0,12.0,1.0,10.0
test,BENCHMARK,0.0,0.0,0.0,1.0,1.0,10.0
newtest,BENCHMARK,0.0,0.0,0.0,257.0,1.0,-2748.4600000000005
newtest,BENCHMARK,0.0,0.0,0.0,151.0,1.0,-2748.4600000000005
newtest,BENCHMARK,0.0,0.0,0.0,134.0,1.0,-2748.4600000000005
newtest,BENCHMARK,0.0,0.0,0.0,191.0,1.0,-2748.4600000000005
newtest,BENCHMARK,0.0,0.0,0.0,247.0,1.0,-2748.4600000000005
test,BENCHMARK,0.0,0.0,0.0,52.0,1.0,9.0
test,BENCHMARK,0.0,0.0,0.0,27.0,1.0,9.0
test,BENCHMARK,0.0,0.0,0.0,7.0,1.0,9.0
test,BENCHMARK,0.0,0.0,0.0,4.0,1.0,9.0
test,BENCHMARK,0.0,0.0,0.0,16.0,1.0,10.0
test,BENCHMARK,0.0,0.0,0.0,2.0,1.0,10.0
test,BENCHMARK,0.0,0.0,0.0,152.0,1.0,10.0
test,BENCHMARK,0.0,0.0,0.0,15.0,1.0,10.0
test,BENCHMARK,0.0,0.0,0.0,2.0,1.0,10.0
test,BENCHMARK,0.0,0.0,0.0,12.0,1.0,10.000000001165121
newtest,BENCHMARK,0.0,0.0,0.0,3296.0,1.0,-0.07967801479568645
newtest,BENCHMARK,0.012202893625406792,0.0,0.0,42.0,1.0,-0.18349964744040528
newtest,BENCHMARK,0.0,0.0,0.0,3231.0,1.0,-0.07967801479568645
newtest,BENCHMARK,0.012202893625406792,0.0,0.0,40.0,1.0,-0.18349964744040528
newtest,BENCHMARK,0.0,0.0,0.0,3213.0,1.0,-0.07967801479568645
newtest,BENCHMARK,0.012202893625406792,0.0,0.0,43.0,1.0,-0.18349964744040528
newtest,BENCHMARK,0.0,0.0,0.0,3172.0,1.0,-0.07967801479568645
newtest,BENCHMARK,0.0,0.0,0.0,3221.0,1.0,-0.07967801479568645
newtest,BENCHMARK,0.0,0.0,0.0,3282.0,1.0,-0.07967801479568645
newtest,BENCHMARK,0.0,0.0,0.0,4034.0,1.0,-0.07967801479568645
newtest,BENCHMARK,0.0,0.0,0.0,3170.0,1.0,-0.07967801479568645
newtest,BENCHMARK,0.0,0.0,0.0,3201.0,1.0,-0.07967801479568645
newtest,BENCHMARK,0.0,0.0,0.0,3210.0,1.0,-0.07967801479568645
newtest,BENCHMARK,0.00211663575576297,1.0,101.0,3522.0,1.0,0.01478759999200815
newtest,BENCHMARK,0.0,0.0,0.0,14509.0,1.0,-21610.870000000003
newtest,BENCHMARK,0.002359421112001908,1.0,101.0,31879.0,1.0,-17780.75132054135
newtest,BENCHMARK,0.0,0.0,0.0,2957.0,1.0,-14845.76
newtest,BENCHMARK,9.841207258102069E-4,1.0,101.0,16834.0,1.0,-20984.321193348995
newtest,BENCHMARK,0.0,0.0,0.0,117.0,1.0,10.0
newtest,BENCHMARK,0.0,0.0,0.0,27.0,1.0,10.0
msharetest,BENCHMARK,0.0,0.0,0.0,66.0,0.0,87.0
msharetest,BENCHMARK,0.0,0.0,2.0,11.0,0.0,256.0
msharetest,BENCHMARK,0.0,0.0,0.0,11.0,1.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,1.0,1.0,0.0
msharetest,Simple,NaN,0.0,1.0,5.0,0.0,0.0
msharetest,DADUSH,NaN,1.0,0.0,22.0,0.0,0.0
msharetest,BenchMark2,NaN,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark3,NaN,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark4,NaN,0.0,0.0,0.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,3.0,0.0,0.0
msharetest,DADUSH,0.0,1.0,0.0,4.0,0.0,0.0
msharetest,BenchMark2,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark3,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark4,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,6.0,0.0,0.0
msharetest,DADUSH,0.0,1.0,0.0,8.0,0.0,0.0
msharetest,BenchMark2,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark3,0.0,0.0,0.0,0.0,0.0,0.0
msharetest,BenchMark4,0.0,0.0,0.0,5.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,4.0,0.0,0.0
msharetest,DADUSH,0.0,1.0,0.0,17.0,0.0,0.0
msharetest,BenchMark2,0.0,0.0,0.0,0.0,0.0,0.0
msharetest,BenchMark3,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark4,0.0,0.0,0.0,0.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,17.0,0.0,0.0
msharetest,DADUSH,0.0,1.0,0.0,71.0,0.0,0.0
msharetest,BenchMark2,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark3,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark4,0.0,0.0,0.0,6.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,8.0,0.0,0.0
msharetest,DADUSH,0.0,1.0,0.0,10.0,0.0,0.0
msharetest,BenchMark2,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark3,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark4,0.0,0.0,0.0,0.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,7.0,0.0,0.0
msharetest,DADUSH,0.0,1.0,0.0,20.0,0.0,0.0
msharetest,BenchMark2,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark3,0.0,0.0,0.0,0.0,0.0,0.0
msharetest,BenchMark4,0.0,0.0,0.0,6.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,4.0,0.0,0.0
msharetest,DADUSH,0.0,1.0,0.0,9.0,0.0,0.0
msharetest,BenchMark2,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark3,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark4,0.0,0.0,0.0,9.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,15.0,0.0,0.0
msharetest,DADUSH,0.0,1.0,0.0,13.0,0.0,0.0
msharetest,BenchMark2,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark3,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark4,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,6.0,0.0,0.0
msharetest,BenchMark2,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark3,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark4,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,9.0,0.0,0.0
msharetest,BenchMark2,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark3,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark4,0.0,0.0,0.0,7.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,4.0,0.0,0.0
msharetest,BenchMark2,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark3,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BenchMark4,0.0,0.0,0.0,6.0,0.0,0.0
msharetest,Simple,0.0,0.0,1.0,8.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,3.0,1.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,1.0,1.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,6.0,1.0,0.0
msharetest,BBFPT,0.0,0.0,0.0,1.0,1.0,0.0
msharetest,DADUSHT,0.0,0.0,0.0,17.0,1.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,10.0,1.0,0.0
msharetest,BBFPT,0.0,0.0,0.0,1.0,1.0,0.0
msharetest,DADUSHT,0.0,0.0,0.0,16.0,1.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,4.0,1.0,0.0
msharetest,BBFPT,0.0,0.0,0.0,1.0,1.0,0.0
msharetest,DADUSHT,0.0,0.0,0.0,14.0,1.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,4.0,1.0,0.0
msharetest,BBFPT,0.0,0.0,0.0,0.0,1.0,0.0
msharetest,DADUSHT,0.0,0.0,0.0,12.0,1.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,7.0,1.0,0.0
msharetest,BBFPT,0.0,0.0,0.0,1.0,1.0,0.0
msharetest,DADUSHT,0.0,0.0,0.0,4.0,1.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,12.0,1.0,1.0
msharetest,BBFPT,0.0,0.0,0.0,1.0,1.0,1.0
msharetest,DADUSHT,0.0,0.0,0.0,12.0,1.0,1.0
msharetest,BENCHMARK,0.0,0.0,0.0,2.0,1.0,1.0
msharetest,BBFPT,0.0,0.0,0.0,5.0,1.0,1.0
msharetest,DADUSHT,0.0,0.0,0.0,17.0,1.0,1.0
msharetest,BENCHMARK,0.0,0.0,0.0,7.0,1.0,1.0
msharetest,BBFPT,0.0,0.0,0.0,1.0,1.0,1.0
msharetest,DADUSHT,0.0,0.0,0.0,6.0,1.0,1.0
msharetest,BENCHMARK,0.0,0.0,0.0,29.0,1.0,1.0
msharetest,BBFPT,0.0,0.0,0.0,0.0,1.0,1.0
msharetest,DADUSHT,0.0,0.0,0.0,15.0,1.0,1.0
msharetest,BENCHMARK,0.0,0.0,0.0,3.0,1.0,1.0
msharetest,BBFPT,0.0,0.0,0.0,7.0,1.0,1.0
msharetest,DADUSHT,0.0,0.0,0.0,10.0,1.0,1.0
msharetest,BENCHMARK,0.0,0.0,0.0,3.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,2.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,10.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,6.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,7.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,1.0,1.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,2.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,8.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,3.0,1.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,5.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,6.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,7.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,1.0,1.0,2.0
msharetest,DADUSHT,0.06366615997667457,1.0,100.0,202.0,1.0,0.8726676800466509
msharetest,BENCHMARK,0.0,0.0,0.0,5.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,1.0,1.0,2.0
msharetest,DADUSHT,0.06366615997667457,1.0,100.0,209.0,1.0,0.8726676800466509
msharetest,BENCHMARK,0.0,0.0,0.0,5.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,1.0,1.0,2.0
msharetest,DADUSHT,0.06366615997667457,1.0,100.0,190.0,1.0,0.8726676800466509
msharetest,BENCHMARK,0.0,0.0,0.0,6.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,DADUSHT,0.06366615997667457,1.0,100.0,152.0,1.0,0.8726676800466509
msharetest,BENCHMARK,0.0,0.0,0.0,8.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,16.0,1.0,2.0
msharetest,DADUSHT,0.06366615997667457,1.0,100.0,272.0,1.0,0.8726676800466509
msharetest,BENCHMARK,0.0,0.0,0.0,3.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,DADUSHT,0.06366615997667457,1.0,100.0,142.0,1.0,0.8726676800466509
msharetest,BENCHMARK,0.0,0.0,0.0,3.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,1.0,1.0,2.0
msharetest,DADUSHT,0.06366615997667457,1.0,100.0,162.0,1.0,0.8726676800466509
msharetest,BENCHMARK,0.0,0.0,0.0,2.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,DADUSHT,0.06366615997667457,1.0,100.0,199.0,1.0,0.8726676800466509
msharetest,BENCHMARK,0.0,0.0,0.0,3.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,DADUSHT,0.06366615997667457,1.0,100.0,142.0,1.0,0.8726676800466509
msharetest,BENCHMARK,0.0,0.0,0.0,581.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,254.0,1.0,2.0
msharetest,DADUSHT,0.06366615997667457,1.0,100.0,175.0,1.0,0.8726676800466509
msharetest,BENCHMARK,0.0,0.0,0.0,12.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,1.0,1.0,2.0
msharetest,DADUSHT,0.06366615997667457,1.0,100.0,171.0,1.0,0.8726676800466509
msharetest,BENCHMARK,0.0,0.0,0.0,6.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,DADUSHT,0.14782806787503838,1.0,100.0,189.0,1.0,0.7043438642499232
msharetest,BENCHMARK,0.0,0.0,0.0,4.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,DADUSHT,0.2325507476483719,1.0,100.0,140.0,1.0,0.5348985047032562
msharetest,BENCHMARK,0.0,0.0,0.0,9.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,4.0,1.0,2.0
msharetest,DADUSHT,0.1074230948601339,1.0,100.0,244.0,1.0,0.7851538102797322
msharetest,BENCHMARK,0.0,0.0,0.0,32.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,7.0,1.0,2.0
msharetest,DADUSHT,0.23906506432686553,1.0,100.0,187.0,1.0,0.5218698713462689
msharetest,BENCHMARK,0.0,0.0,0.0,8.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,13.0,1.0,2.0
msharetest,DADUSHT,0.1372569328147103,1.0,100.0,191.0,1.0,0.7254861343705794
msharetest,BENCHMARK,0.0,0.0,0.0,12.0,1.0,2.0
msharetest,BBFPT,0.0,0.0,2.0,2.0,1.0,2.0
msharetest,DADUSHT,0.10260005153263274,1.0,100.0,233.0,1.0,0.7947998969347345
msharetest,BENCHMARK,0.0,0.0,0.0,54.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,12.0,1.0,1058.0
msharetest,DADUSHT,0.02420770582524717,1.0,100.0,824.0,1.0,217.93606484217455
msharetest,BENCHMARK,0.0,0.0,0.0,21.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,8.0,1.0,1058.0
msharetest,DADUSHT,0.06475786094106499,1.0,100.0,650.0,1.0,1097.9535300998286
msharetest,BENCHMARK,0.0,0.0,0.0,27.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,6.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,15.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,11.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,29.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,10.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,15.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,8.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,10.0,1.0,0.0
msharetest,BBFPT,0.0,0.0,2.0,7.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,19.0,1.0,0.0
msharetest,BBFPT,0.0,0.0,2.0,23.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,3.0,1.0,0.0
msharetest,BBFPT,0.0,0.0,2.0,7.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,11.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,6.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,19.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,6.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,13.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,9.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,6.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,6.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,5.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,8.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,14.0,1.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,7.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,18.0,0.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,8.0,1.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,34.0,0.0,1061.0
msharetest,BBFPT,0.0,0.0,2.0,16.0,0.0,1058.0
msharetest,BENCHMARK,0.0,0.0,0.0,13.0,0.0,3.0
msharetest,BBFPT,0.0,0.0,0.0,1.0,0.0,3.0
msharetest,BENCHMARK,0.0,0.0,0.0,10.0,0.0,3.0
msharetest,BBFPT,0.0,0.0,0.0,1.0,0.0,3.0
msharetest,BENCHMARK,0.0,0.0,0.0,8713.0,0.0,75133.0
msharetest,BBFPT,6.209418323431523E-19,0.0,7.0,4395.0,0.0,76487.0
msharetest,BENCHMARK,1.453789313596088E-20,0.0,0.0,10673.0,0.0,-4081.531500000001
msharetest,BENCHMARK,1.453789313596088E-20,0.0,0.0,10233.0,0.0,-4081.531500000001
msharetest,BBFPT,2.649426653300833E-4,1.0,101.0,37633.0,0.0,-3705.140374999998
msharetest,BENCHMARK,0.0,0.0,0.0,12.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,0.0,21.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,30.0,0.0,2182.810392
msharetest,BBFPT,0.0,0.0,0.0,8.0,0.0,5050.240143999999
msharetest,BENCHMARK,0.0,0.0,0.0,10.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,0.0,15.0,0.0,0.0
msharetest,BBFPT,0.0011664420919632972,1.0,101.0,36590.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,16.0,0.0,39.0
msharetest,BBFPT,0.0,0.0,0.0,11.0,0.0,62.0
msharetest,BENCHMARK,0.0,0.0,0.0,18.0,0.0,39.0
msharetest,BBFPT,0.0,0.0,0.0,14.0,0.0,62.0
msharetest,BENCHMARK,0.0,0.0,0.0,19.0,0.0,39.0
msharetest,BENCHMARK2,0.0,0.0,0.0,9.0,0.0,39.0
msharetest,BBFPT,0.0,0.0,0.0,10.0,0.0,62.0
msharetest,BENCHMARK,0.0,0.0,0.0,18.0,0.0,39.0
msharetest,BENCHMARK2,0.0,0.0,0.0,20.0,0.0,39.0
msharetest,BBFPT,0.0,0.0,0.0,11.0,0.0,62.0
msharetest,BENCHMARK,0.0,0.0,0.0,19.0,0.0,39.0
msharetest,BENCHMARK2,0.0,0.0,0.0,8.0,0.0,39.0
msharetest,BBFPT,0.0,0.0,0.0,11.0,0.0,62.0
msharetest,BENCHMARK,0.0,0.0,0.0,20.0,0.0,39.0
msharetest,BBFPT,0.0,0.0,0.0,14.0,0.0,62.0
msharetest,BENCHMARK,0.0,0.0,0.0,16.0,0.0,39.0
msharetest,BBFPT,0.0,0.0,0.0,14.0,0.0,62.0
msharetest,BENCHMARK,0.0,0.0,0.0,16.0,0.0,39.0
msharetest,BENCHMARK2,0.0,0.0,0.0,10.0,0.0,39.0
msharetest,BBFPT,0.0,0.0,0.0,10.0,0.0,62.0
msharetest,BENCHMARK,0.0,0.0,0.0,19.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,4.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,0.0,15.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,8.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,3.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,0.0,1.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,24.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,3.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,-1.0,16.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,12.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,2.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,-1.0,15.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,10.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,2.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,-1.0,18.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,9.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,3.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,-1.0,16.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,15.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,3.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,-1.0,15.0,0.0,0.0
